54.000,19.000,85.000,92.000
54.000,18.000,86.000,94.000
53.000,18.000,86.000,94.000
54.000,17.000,85.000,94.000
54.000,17.000,85.000,94.000
54.000,18.000,85.000,94.000
55.000,19.000,85.000,93.000
55.000,19.000,85.000,93.000
57.000,19.000,85.000,92.000
57.000,18.000,84.000,91.000
57.000,18.000,84.000,91.000
57.000,19.000,85.000,91.000
57.000,19.000,84.000,90.000
58.000,21.000,83.000,89.000
59.000,22.000,82.000,89.000
61.000,22.000,81.000,88.000
61.000,22.000,81.000,88.000
61.000,22.000,80.000,87.000
62.000,21.000,80.000,86.000
61.000,22.000,81.000,86.000
62.000,23.000,80.000,84.000
64.000,25.000,79.000,83.000
64.000,25.000,79.000,83.000
64.000,24.000,79.000,83.000
64.000,24.000,79.000,83.000
64.000,24.000,78.000,83.000
65.000,25.000,78.000,82.000
64.000,24.000,78.000,83.000
64.000,24.000,78.000,82.000
64.000,24.000,78.000,82.000
63.000,25.000,77.000,81.000
63.000,27.000,76.000,80.000
64.000,28.000,75.000,80.000
64.000,27.000,75.000,79.000
64.000,28.000,74.000,79.000
64.000,28.000,74.000,79.000
63.000,29.000,74.000,79.000
63.000,29.000,73.000,78.000
64.000,30.000,73.000,78.000
63.000,30.000,73.000,78.000
63.000,31.000,72.000,77.000
64.000,31.000,73.000,77.000
64.000,31.000,72.000,75.000
65.000,32.000,72.000,75.000
64.000,33.000,70.000,74.000
64.000,34.000,70.000,73.000
64.000,35.000,70.000,73.000
63.000,36.000,70.000,73.000
64.000,37.000,70.000,72.000
64.000,38.000,70.000,71.000
63.000,37.000,71.000,71.000
64.000,40.000,69.000,70.000
64.000,39.000,69.000,69.000
65.000,38.000,69.000,69.000
64.000,39.000,68.000,68.000
63.000,39.000,68.000,68.000
62.000,40.000,68.000,68.000
60.000,40.000,67.000,67.000
61.000,41.000,67.000,67.000
63.000,40.000,66.000,66.000
62.000,42.000,64.000,65.000
61.000,43.000,63.000,64.000
63.000,43.000,63.000,64.000
64.000,44.000,62.000,63.000
64.000,43.000,62.000,63.000
64.000,45.000,62.000,62.000
63.000,45.000,62.000,62.000
63.000,44.000,62.000,62.000
64.000,46.000,60.000,61.000
65.000,46.000,60.000,61.000
63.000,46.000,59.000,60.000
65.000,47.000,59.000,59.000
65.000,48.000,59.000,59.000
64.000,48.000,60.000,59.000
63.000,48.000,59.000,58.000
63.000,49.000,59.000,58.000
63.000,48.000,59.000,58.000
63.000,48.000,58.000,57.000
63.000,50.000,58.000,57.000
63.000,49.000,58.000,56.000
62.000,49.000,59.000,57.000
63.000,49.000,59.000,57.000
63.000,49.000,59.000,56.000
64.000,50.000,58.000,56.000
62.000,50.000,59.000,56.000
60.000,49.000,59.000,56.000
59.000,50.000,59.000,55.000
60.000,50.000,58.000,55.000
58.000,50.000,58.000,55.000
56.000,50.000,58.000,55.000
56.000,51.000,57.000,54.000
55.000,52.000,56.000,53.000
53.000,52.000,55.000,52.000
53.000,52.000,55.000,51.000
54.000,53.000,54.000,51.000
56.000,53.000,54.000,51.000
57.000,55.000,54.000,51.000
56.000,55.000,55.000,51.000
58.000,55.000,56.000,51.000
57.000,53.000,57.000,51.000
53.000,52.000,58.000,51.000
54.000,53.000,57.000,51.000
54.000,52.000,57.000,52.000
54.000,50.000,58.000,53.000
51.000,51.000,59.000,54.000
53.000,51.000,59.000,53.000
52.000,52.000,59.000,53.000
51.000,51.000,59.000,53.000
53.000,51.000,59.000,53.000
52.000,51.000,58.000,53.000
52.000,51.000,58.000,53.000
53.000,51.000,59.000,53.000
53.000,52.000,59.000,53.000
52.000,52.000,59.000,53.000
52.000,53.000,59.000,52.000
51.000,52.000,59.000,52.000
45.000,52.000,59.000,52.000
41.000,53.000,59.000,52.000
39.000,54.000,60.000,52.000
45.000,53.000,60.000,51.000
45.000,51.000,60.000,51.000
48.000,51.000,60.000,51.000
42.000,53.000,60.000,52.000
40.000,52.000,60.000,52.000
43.000,53.000,59.000,51.000
43.000,52.000,59.000,51.000
41.000,52.000,58.000,50.000
41.000,52.000,58.000,50.000
40.000,53.000,58.000,49.000
42.000,53.000,57.000,49.000
41.000,54.000,57.000,49.000
41.000,54.000,56.000,48.000
34.000,57.000,55.000,47.000
38.000,56.000,54.000,47.000
43.000,55.000,53.000,47.000
43.000,55.000,53.000,46.000
41.000,54.000,53.000,46.000
47.000,54.000,53.000,46.000
44.000,54.000,53.000,46.000
42.000,54.000,52.000,46.000
40.000,54.000,52.000,46.000
39.000,55.000,52.000,46.000
33.000,55.000,52.000,46.000
33.000,57.000,52.000,46.000
36.000,57.000,52.000,46.000
